,name,price,address,Type,nbeds,nbath,laundry,heating,parking,air_conditioner,furnished,animal_friendly,Area
841,2 beds 2 baths apartment,3500,"west kelowna, bc, v4t",Apartment/Condo,2,2,in-unit laundry,Not specified,garage parking,central ac,unfurnished,No pets,1200
842,bedroom,2000,"kelowna, bc",House,2,1,in-unit laundry,Not specified,street parking,central ac,unfurnished,No pets,1200
843,private room for rent,1000,"vernon, bc",House,2,1,Not specified,Not specified,Not specified,Not specified,unfurnished,No pets,1200
844,executive style 3 bed 2 1 2 baths brownstone,4800,"kelowna, bc, v1y 1m6",Townhouse,3,2,in-unit laundry,central heating,garage parking,central ac,unfurnished,No pets,1950
845,2 beds 1 bath house,2000,"kelowna, bc, v1w 4x1",House,2,1,in-unit laundry,central heating,street parking,central ac,unfurnished,dog and cat friendly,1200
846,1 bed 0 baths apartment,1100,"west kelowna, bc, v4t 1x5",Apartment/Condo,1,0,in-unit laundry,central heating,Not specified,central ac,unfurnished,No pets,932
847,1 bed 1 bath flat,1200,"kelowna, bc, v1v 3c8",Apartment/Condo,1,1,in-unit laundry,central heating,Not specified,central ac,Not specified,No pets,932
848,salon spa space rental,800,"vernon, bc, v1t",House,5,1,Not specified,Not specified,Not specified,Not specified,Not specified,No pets,1200
849,2 beds 2 baths apartment,2100,"penticton, bc, v2a",Apartment/Condo,2,2,in-unit laundry,Not specified,Not specified,Not specified,Not specified,No pets,932
850,spacious apartment for rental,2600,"kelowna, bc, v1y 9y2",Apartment/Condo,2,2,in-unit laundry,electric heating,garage parking,ac available,unfurnished,No pets,1013
851,2 beds 1 bath townhouse,1675,"penticton, bc, v2a",Townhouse,2,1,Not specified,Not specified,Not specified,Not specified,Not specified,No pets,1371
852,room in 2 bed townhouse,900,"vernon, bc",Townhouse,2,1,Not specified,Not specified,Not specified,Not specified,Not specified,No pets,1371
853,3 beds 1 bath house,2600,"kelowna, bc, v1y 6r6",House,3,1,in-unit laundry,central heating,parking available,central ac,unfurnished,No pets,1200
854,3 beds 2 baths townhouse,2200,"kootenay boundary, bc, v0h",Townhouse,3,2,in-unit laundry,electric heating,garage parking,Not specified,unfurnished,dog and cat friendly,1200
855,2 beds 2 baths apartment,1900,"penticton, bc, v2a 1t6",Apartment/Condo,2,2,in-unit laundry,heating available,garage parking,ac available,Not specified,No pets,932
856,upper sundance drive west kelowna  bc,2500,"west kelowna, bc, v4t 3e7",House,2,1,in-unit laundry,central heating,street parking,central ac,unfurnished,No pets,1199
858,luxury townhouse lower mission,3500,"kelowna, bc, v1y 0c4",Townhouse,2,2,Not specified,Not specified,Not specified,Not specified,Not specified,No pets,1450
859,4 beds 3 baths house,3800,"west kelowna, bc",House,4,3,in-unit laundry,heating available,garage parking,ac available,Not specified,dog friendly,2500
860,dog friendly country living furnished 2 bedroom suite,1800,"vernon, bc",Room,1,1,Not specified,Not specified,Not specified,Not specified,Not specified,No pets,1100
861,1 bed 1 bath apartment,1299,"vernon, bc, v1t 4x8",Apartment/Condo,1,1,Not specified,central heating,parking available,central ac,unfurnished,dog and cat friendly,932
862,2 beds 1 bath house,2000,"kelowna, bc, v1v 1z9",House,2,1,in-unit laundry,heating available,parking available,ac available,unfurnished,No pets,1200
863,1 bed 1 bath apartment,1250,"kelowna, bc, v1v 0b3",Apartment/Condo,1,1,Not specified,Not specified,garage parking,Not specified,unfurnished,dog and cat friendly,932
864,private room for rent,1110,"kelowna, bc, v1y 4m2",Apartment/Condo,2,2,in-unit laundry,Not specified,Not specified,Not specified,furnished,No pets,932
865,2 beds 1 bath house,1600,"okanagan-similkameen, bc",House,2,1,in-unit laundry,gas heating,street parking,central ac,unfurnished,dog and cat friendly,1265
866,private room for rent,1000,"summerland, bc",House,1,1,laundry available,electric heating,parking available,Not specified,furnished,No pets,2
867,1 bed 1 bath room only,850,"kelowna, bc, v4v 1e5",House,1,1,laundry in building,gas heating,street parking,central ac,unfurnished,dog friendly,288
868,private room for rent,800,"kelowna, bc",House,3,1,in-unit laundry,gas heating,street parking,Not specified,furnished,No pets,1200
869,1 bed 1 bath house,683,"central okanagan, bc, v1z 3s8",House,1,1,in-unit laundry,central heating,parking available,central ac,Not specified,No pets,1200
870,3 beds 3 baths townhouse,1000,"kelowna, bc, v1x 4e5",Townhouse,3,3,Not specified,Not specified,Not specified,Not specified,unfurnished,No pets,2500
871,room for rent,850,"west kelowna, bc, v4t 3m4",Townhouse,1,1,laundry available,central heating,street parking,central ac,unfurnished,No pets,1371
872,beautiful home for rent main floor,3000,"kelowna, bc",House,3,2,Not specified,Not specified,Not specified,Not specified,Not specified,No pets,1200
873,2 beds 1 bath apartment,2000,"west kelowna, bc, v4t",Apartment/Condo,2,1,in-unit laundry,electric heating,street parking,Not specified,Not specified,No pets,760
874,1 bed 1 bath apartment,1250,"kelowna, bc, v1v 3e4",Apartment/Condo,1,1,Not specified,Not specified,Not specified,Not specified,unfurnished,No pets,932
875,2 beds 1 bath townhouse,2000,"kelowna, bc, v1v 3a8",Townhouse,2,1,laundry in building,heating available,parking available,ac available,unfurnished,No pets,822
876,1 bed 1 bath apartment,1700,"vernon, bc",Apartment/Condo,1,1,laundry available,electric heating,parking available,ac available,unfurnished,No pets,1000
877,3 beds 2 baths house,900,"kelowna, bc, v1y 3j6",House,3,2,in-unit laundry,central heating,garage parking,central ac,Not specified,cat friendly,1200
878,3 beds 2 baths townhouse,2875,"kelowna, bc",Townhouse,3,2,in-unit laundry,Not specified,parking available,ac available,unfurnished,No pets,1371
879,kelowna quail ridge 2 bedroom  2 bathroom,2350,"kelowna, bc, v1v 2w6",House,2,2,Not specified,Not specified,Not specified,Not specified,unfurnished,dog and cat friendly,1300
880,1 bed 1 bath house,1000,"kelowna, bc, v1x 4p5",House,1,1,Not specified,gas heating,street parking,central ac,Not specified,No pets,308
881,2 beds 1 bath house,1400,"peachland, bc, v0h 1x8",House,2,1,Not specified,Not specified,Not specified,Not specified,unfurnished,No pets,1200
882,unit for rent at playa del sol,2050,"kelowna, bc, v1w 3g7",Apartment/Condo,2,1,Not specified,Not specified,Not specified,Not specified,unfurnished,No pets,932
883,2 beds 2 baths apartment,2149,"kelowna, bc",Apartment/Condo,2,2,Not specified,Not specified,Not specified,Not specified,unfurnished,dog and cat friendly,932
884,2 beds 1 bath house,2500,"west kelowna, bc, v4t 1n9",House,2,1,laundry in building,central heating,street parking,Not specified,Not specified,dog and cat friendly,1200
885,2 beds 2 baths apartment,2800,"kelowna, bc, v1y",Apartment/Condo,2,2,Not specified,Not specified,parking available,ac available,unfurnished,No pets,1180
886,1 bed 1 bath house,1300,"kelowna, bc",House,1,1,Not specified,heating available,parking available,Not specified,unfurnished,No pets,1200
887,1 bed 1 bath apartment,1800,"west kelowna, bc, v1z",Apartment/Condo,1,1,in-unit laundry,gas heating,street parking,central ac,unfurnished,No pets,932
888,central downtown long or short term,2880,"kelowna, bc",House,2,1,in-unit laundry,heating available,garage parking,ac available,unfurnished,dog and cat friendly,1200
889,2 bed 1 bath w  large patio  close to downtown,2500,"kelowna, bc, v1y 5z7",Apartment/Condo,2,1,laundry in building,central heating,parking available,central ac,unfurnished,No pets,932
890,2 beds 1 bath house,1450,"west kelowna, bc, v4t 2r6",House,2,1,Not specified,gas heating,Not specified,central ac,Not specified,No pets,1100
891,private room for rent,850,"vernon, bc",House,1,1,laundry available,heating available,parking available,ac available,unfurnished,No pets,11000
893,2 beds 1 bath house,2800,"kelowna, bc",House,2,1,laundry in building,gas heating,garage parking,central ac,unfurnished,No pets,3000
894,room for rent,950,"kelowna, bc, v1x 3s6",House,2,1,in-unit laundry,heating available,parking available,central ac,furnished,No pets,1200
895,1 bed 1 bath house,800,"kelowna, bc, v1y 6b9",House,1,1,Not specified,central heating,parking available,Not specified,unfurnished,No pets,1200
896,1 bed 1 bath house,1500,"peachland, bc",House,1,1,in-unit laundry,central heating,parking available,central ac,unfurnished,No pets,750
897,1 bed 1 bath room only,900,"west kelowna, bc",Apartment/Condo,1,1,Not specified,Not specified,parking available,Not specified,furnished,No pets,932
898,1 bed 1 bath house,950,"kelowna, bc, v1y 8k1",House,1,1,in-unit laundry,electric heating,parking available,Not specified,unfurnished,No pets,1200
899,room for rent,1075,"kelowna, bc, v1w 1a1",House,1,1,in-unit laundry,central heating,parking available,central ac,unfurnished,No pets,1200
900,basement for rent,800,"kelowna, bc",House,22,1,laundry available,gas heating,parking available,ac available,unfurnished,No pets,1200
901,3 beds 2 5 baths townhouse,3200,"kelowna, bc, v1y 5e6",Townhouse,3,2,in-unit laundry,central heating,garage parking,central ac,unfurnished,dog and cat friendly,1371
902,charming 4 bedroom home,2400,"west kelowna, bc, v4t 1p4",House,4,1,in-unit laundry,gas heating,street parking,Not specified,unfurnished,dog and cat friendly,1200
903,1 bed 1 bath house,800,"vernon, bc, v1t",House,1,1,Not specified,Not specified,Not specified,Not specified,unfurnished,No pets,1200
904,2 beds 2 baths apartment,2500,"lake country, bc",Apartment/Condo,2,2,in-unit laundry,Not specified,garage parking,Not specified,Not specified,No pets,1327
905,3 beds 1 bath apartment,875,"kelowna, bc, v1x 3x6",Apartment/Condo,3,1,laundry available,heating available,parking available,ac available,unfurnished,No pets,932
906,one bedroom suite for rent,1500,"west kelowna, bc, v1z 3b6",Apartment/Condo,1,1,Not specified,Not specified,Not specified,Not specified,unfurnished,No pets,932
908,1 bed 2 baths apartment,2200,"kelowna, bc, v1y 4b7",Apartment/Condo,1,2,in-unit laundry,heating available,garage parking,ac available,unfurnished,dog and cat friendly,1050
909,bachelor s basement suite for rent,1000,"kelowna, bc",Apartment/Condo,1,1,Not specified,Not specified,Not specified,Not specified,Not specified,No pets,700
910,2 beds 1 bath house,1950,"kelowna, bc, v1v 2b5",House,2,1,laundry available,Not specified,Not specified,Not specified,unfurnished,No pets,1200
912,3 beds 2 baths house,2900,"peachland, bc",House,3,2,in-unit laundry,central heating,street parking,central ac,unfurnished,dog friendly,1500
913,1 bed 1 bath apartment,1750,"kelowna, bc, v1y 2g9",Apartment/Condo,1,1,in-unit laundry,central heating,parking available,central ac,unfurnished,No pets,1000
914,2 beds 1 bath apartment,2000,"kelowna, bc",Apartment/Condo,2,1,in-unit laundry,electric heating,street parking,central ac,unfurnished,No pets,830
915,private room for rent,1000,"kelowna, bc, v1x 6r1",House,2,2,Not specified,central heating,parking available,central ac,unfurnished,No pets,1400
916,2 beds 1 bath apartment,1850,"penticton, bc, v2a 7v6",Apartment/Condo,2,1,in-unit laundry,central heating,parking available,central ac,unfurnished,No pets,1200
917,private room for rent,850,"kelowna, bc, v1y",House,3,1,laundry available,Not specified,Not specified,Not specified,unfurnished,No pets,1200
918,private room for rent,1250,"kelowna, bc",House,1,1,laundry available,central heating,parking available,central ac,furnished,No pets,1200
919,2 beds 1 bath house,2200,"kelowna, bc, v1v",House,2,1,in-unit laundry,central heating,street parking,central ac,unfurnished,No pets,1200
920,elegant room in downtown character home,1000,"kelowna, bc",House,3,1,in-unit laundry,central heating,street parking,central ac,furnished,No pets,120
921,private room for rent,1095,"kelowna, bc, v1y 6l8",Apartment/Condo,3,1,in-unit laundry,electric heating,street parking,ac available,unfurnished,No pets,1200
923,1 bed 1 bath house,950,"kelowna, bc, v1v 2a2",House,1,1,laundry in building,heating available,parking available,ac available,Not specified,dog and cat friendly,4500
924,2 beds 1 bath house,3000,"lake country, bc, v4v",House,2,1,in-unit laundry,central heating,parking available,central ac,Not specified,No pets,1015
925,two open rooms in rutland,900,"kelowna, bc",Room,1,1,Not specified,Not specified,Not specified,Not specified,Not specified,No pets,1100
926,3 beds 2 baths house,2000,"penticton, bc, v2a 5t3",House,3,2,in-unit laundry,Not specified,street parking,Not specified,Not specified,No pets,1200
927,for rent  brand new  west kelowna,2000,"west kelowna, bc, v4t 1a3",Apartment/Condo,2,1,in-unit laundry,electric heating,street parking,Not specified,unfurnished,No pets,932
928,1 bed 1 bath room only,1000,"west kelowna, bc",House,1,1,in-unit laundry,gas heating,parking available,central ac,furnished,No pets,1200
929,1 bed 1 bath house,1700,"kelowna, bc",House,1,1,in-unit laundry,gas heating,street parking,ac available,unfurnished,No pets,1200
930,2 beds 2 baths apartment,2500,"kelowna, bc, v1y 0j6",Apartment/Condo,2,2,in-unit laundry,central heating,garage parking,central ac,Not specified,No pets,1100
931,private room for rent,799,"kelowna, bc",House,4,3,laundry available,central heating,street parking,central ac,furnished,No pets,1900
932,1 bed 1 bath house,800,"kelowna, bc, v1y 6b9",House,1,1,laundry available,Not specified,parking available,Not specified,unfurnished,No pets,1200
933,4 beds 2 baths apartment,850,"kelowna, bc, v1x 2z3",Apartment/Condo,4,2,Not specified,Not specified,Not specified,Not specified,Not specified,No pets,932
934,2 beds 1 bath house,1800,"west kelowna, bc, v1z 4a9",House,2,1,in-unit laundry,gas heating,street parking,central ac,unfurnished,No pets,980
935,private room for rent,1050,"kelowna, bc, v1y 9j9",House,4,2,Not specified,Not specified,Not specified,Not specified,unfurnished,No pets,1200
936,private room for rent,800,"lake country, bc",House,3,2,Not specified,Not specified,Not specified,Not specified,unfurnished,No pets,1200
937,3 bedroom furnished upper floors for short term rental,3200,"west kelowna, bc",House,3,2,Not specified,Not specified,Not specified,Not specified,Not specified,No pets,1200
938,1 bed 1 bath apartment,1800,"vernon, bc, v1t 1p1",Apartment/Condo,1,1,Not specified,Not specified,Not specified,Not specified,unfurnished,No pets,932
939,studio 1 bath apartment,1800,"penticton, bc",Apartment/Condo,1,1,in-unit laundry,central heating,street parking,central ac,unfurnished,No pets,420
940,4 beds 3 5 baths townhouse,800,"kelowna, bc",Townhouse,4,3,in-unit laundry,central heating,street parking,Not specified,unfurnished,No pets,1371
941,2 beds 2 baths apartment,2400,"kelowna, bc, v1w 3r4",Apartment/Condo,2,2,in-unit laundry,electric heating,parking available,ac available,unfurnished,No pets,932
942,separate entry 1 bed 1 bath,950,"kelowna, bc",Room,1,1,Not specified,Not specified,Not specified,Not specified,Not specified,No pets,1100
943,3 beds 2 baths house,2450,"okanagan-similkameen, bc",House,3,2,laundry in building,central heating,street parking,central ac,Not specified,dog and cat friendly,1200
944,3 beds 2 baths house,2500,"kelowna, bc, v1x 5y7",House,3,2,laundry in building,central heating,parking available,central ac,Not specified,No pets,2200
945,2 beds 1 5 baths house,2500,"kelowna, bc",House,2,1,in-unit laundry,heating available,parking available,ac available,Not specified,dog and cat friendly,940
